"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"7430",5041,"tcp","ftp_data","SF",0,5131424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,65,0.25,0.02,0,0,0.75,0.85,0,0,"normal"
"7433",0,"tcp","http","SF",220,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0.01,0.01,"normal"
"7434",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,27,255,1,0,0.04,0.08,0,0,1,0.84,"normal"
"7435",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,1,1,0,0,0.44,0.2,0,255,11,0.04,0.09,0,0,1,1,0,0,"anomaly"
"7437",0,"tcp","http","SF",231,7466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.05,0,0,0,0,"normal"
"7438",0,"tcp","http","SF",212,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,"normal"
"7439",0,"tcp","http","SF",318,3016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7440",0,"udp","domain_u","SF",45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,1,0,0,255,245,0.96,0.01,0.01,0,0,0,0,0,"normal"
"7441",0,"tcp","ftp_data","SF",641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,58,0.23,0.07,0.29,0,0,0.02,0,0,"normal"
"7442",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,22,1,1,0,0,0.3,0.07,0,255,22,0.09,0.05,0,0,1,1,0,0,"anomaly"
"7446",0,"tcp","http","SF",319,6406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,75,255,1,0,0.01,0.02,0,0,0,0,"normal"
"7447",0,"tcp","http","SF",164,430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0.27,16,255,1,0,0.06,0.02,0,0.01,0,0,"normal"
"7448",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,4,1,1,0,0,0.03,0.06,0,255,1,0,0.07,0,0,1,1,0,0,"anomaly"
"7450",0,"tcp","http","SF",312,10010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,1,0,0.11,4,255,1,0,0.25,0.04,0,0,0,0,"normal"
"7451",0,"udp","domain_u","SF",46,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,157,0,0,0,0,1,0,0.01,255,239,0.94,0.01,0,0,0,0,0,0,"normal"
"7453",0,"tcp","Z39_50","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,16,1,1,0,0,0.06,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,"anomaly"
"7454",0,"tcp","http","SF",324,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,1,0,0.1,119,255,1,0,0.01,0.02,0,0,0,0,"normal"
"7455",0,"tcp","http","SF",284,733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,1,0,0.12,12,255,1,0,0.08,0.05,0,0,0,0,"normal"
"7458",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,12,1,1,0,0,0.1,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
"7459",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8,0,0,1,1,0.07,0.07,0,255,28,0.11,0.06,0,0,0,0,1,1,"anomaly"
"7462",0,"tcp","http","SF",358,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,1,0,0.09,176,255,1,0,0.01,0.01,0,0,0,0,"normal"
"7463",27,"tcp","ftp","SF",1486,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,30,14,0.47,0.17,0.07,0,0,0,0,0,"normal"
"7464",0,"tcp","ftp_data","SF",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,210,7,0,0.01,0,0.29,0.95,0,0,0,"normal"
"7465",4,"tcp","smtp","SF",2936,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,113,0.44,0.02,0,0,0,0,0,0,"normal"
"7466",190,"udp","other","SF",145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.64,0.96,0,0,0,0,0,"normal"
"7467",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10,1,1,0,0,0.08,0.07,0,174,10,0.06,0.07,0.01,0,1,1,0,0,"anomaly"
"7468",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1,0,1,2,110,1,0,1,0.5,0,0,0,0,"anomaly"
"7469",0,"tcp","http","SF",339,2873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7470",0,"tcp","echo","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,4,1,1,0,0,0.01,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,"anomaly"
"7471",0,"tcp","http","SF",227,1478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,1,0,0.25,148,255,1,0,0.01,0.04,0,0,0,0.01,"normal"
"7472",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,7,1,1,0,0,0.05,0.06,0,255,5,0.02,0.06,0,0,1,1,0,0,"anomaly"
"7473",0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,20,1,1,0,0,0.14,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,"anomaly"
"7477",0,"tcp","http","SF",326,1319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,42,0,0,0,0,1,0,0.05,16,255,1,0,0.06,0.01,0,0,0,0,"normal"
"7479",0,"tcp","http","SF",218,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7480",21,"tcp","ftp","SF",231,769,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,106,15,0.13,0.67,0.01,0.13,0,0,0.61,0.13,"normal"
"7481",0,"tcp","nnsp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,12,1,1,0,0,0.1,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
"7482",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,1,0,1,1,53,1,0,1,0.51,0,0,0,0,"anomaly"
"7483",0,"tcp","supdup","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,4,1,1,0,0,0.03,0.07,0,255,4,0.02,0.06,0,0,1,1,0,0,"anomaly"
"7486",0,"tcp","http","SF",224,4125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,37,255,1,0,0.03,0.03,0,0,0,0,"normal"
"7487",1,"tcp","smtp","SF",2504,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,45,0.18,0.02,0,0,0,0,0.8,0,"normal"
"7488",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0.5,0.04,0,0,1,0,0.08,3,255,1,0,0.67,0.06,0.33,0.01,0,0.01,"normal"
"7489",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,6,205,1,0,0.17,0.19,0,0,1,1,"normal"
"7490",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.84,0.82,0,0,0,0.82,1,"anomaly"
"7491",0,"tcp","time","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,4,0,0,1,1,0.02,0.06,0,255,4,0.02,0.07,0,0,0,0,1,1,"anomaly"
"7492",0,"tcp","smtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0.5,0,0,1,0,0.75,144,127,0.43,0.01,0.01,0.02,0.99,0.49,0,0,"anomaly"
"7493",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,18,1,1,0,0,0.24,0.05,0,255,47,0.18,0.04,0.01,0,1,1,0,0,"anomaly"
"7494",29,"tcp","ftp","SF",1504,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,181,20,0.11,0.04,0.01,0,0.01,0,0,0,"normal"
"7495",0,"tcp","http","SF",312,1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0,0,1,0,0,105,164,1,0,0.01,0.02,0.01,0.01,0,0,"normal"
"7497",0,"udp","domain_u","SF",45,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,269,0,0,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,0,0,"normal"
"7499",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,7,1,1,0,0,0.05,0.06,0,255,15,0.06,0.05,0,0,1,1,0,0,"anomaly"
"7500",0,"tcp","http","SF",336,86082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,255,1,0,0.5,0.02,0.5,0,0,0,"normal"
"7502",11,"udp","private","SF",105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,243,0.95,0.01,0.02,0,0,0,0,0,"normal"
"7503",0,"tcp","iso_tsap","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,16,0,0,1,1,0.07,0.07,0,255,16,0.06,0.09,0,0,0,0,1,1,"anomaly"
"7504",0,"tcp","ftp_data","SF",26408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,49,15,0.31,0.06,0.31,0,0,0,0,0,"normal"
"7506",0,"tcp","csnet_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,15,1,1,0,0,0.12,0.06,0,255,8,0.03,0.07,0,0,1,1,0,0,"anomaly"
"7507",0,"tcp","http","SF",184,1619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,231,0.91,0.01,0,0,0,0,0,0,"normal"
"7508",0,"tcp","ssh","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1,1,1,0,0,0,0.06,0,255,5,0.02,0.09,0,0,1,1,0,0,"anomaly"
"7509",0,"tcp","daytime","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,17,1,1,0,0,0.08,0.04,0,255,17,0.07,0.05,0,0,1,1,0,0,"anomaly"
"7510",0,"tcp","gopher","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,2,1,1,0,0,0.01,0.06,0,255,2,0.01,0.06,0,0,1,1,0,0,"anomaly"
"7512",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,2,130,1,0,1,0.5,0,0,0,0,"anomaly"
"7513",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,1,0,1,1,27,1,0,1,0.52,0,0,0,0,"anomaly"
"7514",0,"tcp","http","SF",210,1659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,11,255,1,0,0.09,0.02,0.09,0,0,0,"normal"
"7515",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,0,0,0.22,0.44,0,171,45,0.26,0.02,0.01,0.04,0.99,0.93,0,0,"anomaly"
"7519",0,"tcp","http","SF",286,1263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7520",0,"tcp","http","SF",235,1840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7521",0,"tcp","other","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,12,1,1,0,0,0.04,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,"anomaly"
"7522",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.08,0,0,1,1,0,0,"anomaly"
"7523",0,"tcp","http","SF",305,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7524",0,"tcp","http","SF",233,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.5,1,0,1,249,223,0.9,0.02,0,0,0,0,0,0,"normal"
"7525",0,"tcp","private","SH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,22,2,0.09,0.73,0.64,0,0.64,1,0,0,"anomaly"
"7526",0,"tcp","http","SF",349,343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,"normal"
"7528",0,"tcp","http","SF",224,832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7529",0,"tcp","ftp_data","SF",567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,32,55,0.03,0.12,0.03,0.04,0,0,0,0,"normal"
"7530",0,"tcp","uucp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,1,1,0,0,0.04,0.07,0,255,1,0,0.06,0,0,1,1,0,0,"anomaly"
"7531",7,"tcp","smtp","SF",1401,494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,12,0.05,0.02,0,0,0,0,0.04,0,"normal"
"7532",0,"tcp","http","SF",190,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,239,255,1,0,0,0.01,0,0,0,0,"normal"
"7535",0,"tcp","http","SF",258,14029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7536",0,"tcp","remote_job","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,14,1,1,0,0,0.05,0.07,0,255,14,0.05,0.08,0,0,1,1,0,0,"anomaly"
"7537",0,"udp","domain_u","SF",46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,1,0,0.08,218,214,0.98,0.01,0.01,0,0,0,0,0,"normal"
"7538",0,"tcp","ftp_data","SF",3888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,69,1,0,1,0.03,0,0.01,0,0,"normal"
"7539",0,"tcp","other","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,1,0.07,0,0.92,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,"anomaly"
"7543",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.08,0,0,1,1,0,0,"anomaly"
"7544",0,"udp","domain_u","SF",43,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,182,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,"normal"
"7545",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,29,253,1,0,0.03,0.22,0,0,1,1,"normal"
"7548",0,"tcp","smtp","SF",1996,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,38,158,0.74,0.11,0.03,0.02,0,0,0,0,"normal"
"7549",0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,1,0,0,114,42,0.37,0.04,0.37,0,0,0,0,0,"anomaly"
"7550",0,"tcp","http","SF",213,1211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,31,229,1,0,0.03,0.06,0,0,0,0.54,"normal"
"7551",0,"tcp","http","SF",344,28707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7552",0,"tcp","http","SF",290,520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,"normal"
"7553",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,24,1,1,0,0,0.32,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,"anomaly"
"7554",0,"tcp","http","SF",229,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,40,0,0,0,0,1,0,0.05,54,255,1,0,0.02,0.03,0,0,0,0,"normal"
"7555",0,"tcp","nnsp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,1,1,0,0,0.01,0.07,0,255,1,0,0.06,0,0,1,1,0,0,"anomaly"
"7556",0,"tcp","http","SF",247,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0,"normal"
"7557",5,"tcp","smtp","SF",1323,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,51,179,0.96,0.04,0.02,0.02,0,0,0,0,"normal"
"7558",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,3,0,0,1,1,0.02,0.08,0,255,3,0.01,0.08,0,0,0,0,1,1,"anomaly"
"7559",0,"tcp","http","SF",306,1249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7560",0,"tcp","http","SF",231,258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,1,0,0.13,255,249,0.98,0.01,0,0,0,0,0,0,"normal"
"7561",0,"udp","domain_u","SF",44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,"normal"
"7563",0,"tcp","http","SF",313,2249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"7565",0,"tcp","ftp_data","SF",1690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,43,92,0.91,0.05,0.91,0.03,0,0,0,0,"normal"
"7568",0,"tcp","http","SF",325,12884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,183,183,1,0,0.01,0,0,0,0,0,"normal"
"7570",0,"tcp","csnet_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1,1,1,0,0,0,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
"7571",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,37,213,1,0,0.03,0.16,0,0,1,1,"normal"
"7572",0,"icmp","urp_i","SF",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,0,0,0,0,0.23,0.04,0,255,28,0.11,0.01,0.11,0,0,0,0,0,"normal"
"7573",0,"tcp","iso_tsap","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.08,0,0,1,1,0,0,"anomaly"
"7574",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,35,208,1,0,0.03,0.18,0,0,1,1,"normal"
"7576",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,14,1,1,0,0,0.05,0.06,0,255,16,0.06,0.08,0,0,1,1,0,0,"anomaly"
"7577",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,2,1,1,0,0,0.01,0.05,0,255,2,0.01,0.05,0,0,1,1,0,0,"anomaly"
"7579",0,"tcp","http","SF",246,692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.06,0,0,0,0,"normal"
"7580",0,"tcp","mtp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,6,1,1,0,0,0.02,0.06,0,255,6,0.02,0.09,0,0,1,1,0,0,"anomaly"
"7581",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,1,1,0,0,0.09,0.06,0,255,10,0.04,0.08,0,0,1,1,0,0,"anomaly"
"7582",0,"tcp","discard","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,15,1,1,0,0,0.06,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,"anomaly"
"7583",15,"tcp","smtp","SF",992,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,74,120,0.74,0.05,0.01,0.02,0,0,0,0,"normal"
"7584",0,"tcp","http","SF",284,2280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,35,0,0,0,0,1,0,0.06,105,255,1,0,0.01,0.02,0,0,0,0,"normal"
"7586",0,"tcp","finger","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60,5,0.02,1,0.02,0.4,0,0,0.92,0,"anomaly"
"7587",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,14,1,1,0,0,0.05,0.07,0,255,28,0.11,0.07,0,0,1,1,0,0,"anomaly"
"7588",0,"tcp","ftp_data","SF",14052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,202,55,0.27,0.02,0.27,0,0,0,0.01,0,"normal"
"7589",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.88,1,0.12,0,0.88,0.25,0,255,8,0.03,0.06,0,0,1,1,0,0,"anomaly"
"7590",0,"tcp","hostnames","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,2,1,1,0,0,0.01,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,"anomaly"
"7591",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,8,1,1,0,0,0.03,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,"anomaly"
"7592",0,"udp","domain_u","SF",45,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,0,0,0,0,1,0,0,255,250,0.98,0.01,0.01,0,0,0,0,0,"normal"
"7593",0,"udp","domain_u","SF",44,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,"normal"
"7595",0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,"anomaly"
"7596",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,1,2,194,1,0,1,0.25,0,0,0,0,"anomaly"
"7599",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,1,0,0,255,158,0.62,0.01,0.62,0,0,0,0,0,"anomaly"
"7600",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,"anomaly"
"7601",0,"tcp","http","SF",210,1108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,1,0,0.12,54,255,1,0,0.02,0.03,0,0,0,0,"normal"
"7602",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,62,255,1,0,0.02,0.27,0,0,1,1,"normal"
"7603",0,"tcp","http","SF",306,1041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,78,255,1,0,0.01,0.04,0,0,0,0,"normal"
"7604",0,"tcp","time","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2,1,1,0,0,0.01,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,"anomaly"
"7607",0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,1,1,0,0,0.14,0.05,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
"7608",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,1,2,62,1,0,1,0.52,0,0,0,0,"anomaly"
